,Unnamed: 0,VO2,Date,Km,Av_HR_for_Run,run_time,av_cadence
331,331,52.0,2022-12-16,10.609259765625,140.0,64.12601636250814,177.78125
332,332,51.0,2022-12-15,21.347439453125,136.0,130.3368667602539,161.21875
333,333,51.0,2022-12-14,11.5649697265625,140.0,70.2486001332601,167.578125
334,334,51.0,2022-12-13,12.74316015625,144.0,72.79004974365235,182.03125
335,335,51.0,2022-12-12,13.8847001953125,138.0,83.73901621500652,180.484375
336,336,51.0,2022-12-11,15.812669921875,142.0,94.29126688639325,176.671875
337,337,51.0,2022-12-10,18.585759765625,139.0,112.1257329305013,179.265625
338,338,51.0,2022-12-09,13.4209697265625,145.0,77.69488309224447,172.953125
339,339,51.0,2022-12-08,11.5096298828125,138.0,68.52526677449545,157.84375
340,340,51.0,2022-12-07,13.699,140.0,81.51125030517578,174.75
341,341,51.0,2022-12-06,9.30926953125,141.0,53.556967163085936,182.71875
342,342,51.0,2022-12-05,12.041240234375,134.0,74.01753323872884,175.625
343,343,50.0,2022-12-04,12.26533984375,141.0,71.77953325907389,179.1875
344,344,51.0,2022-12-03,10.7613203125,140.0,67.64603322347006,169.328125
345,345,51.0,2022-12-02,12.3318603515625,140.0,75.24373346964518,179.046875
346,346,50.0,2022-12-01,10.821509765625,144.0,62.92358271280924,181.96875
347,347,51.0,2022-11-30,12.609509765625,139.0,76.55316619873047,179.671875
348,348,50.0,2022-11-29,10.4344501953125,139.0,63.15278339385986,175.375
349,349,50.0,2022-11-28,9.5698603515625,144.0,54.70785013834635,180.46875
350,350,,2022-11-27,1.038050048828125,136.0,6.633333333333334,173.765625
351,351,50.0,2022-11-27,16.14648046875,135.0,99.4652338027954,172.296875
352,352,50.0,2022-11-27,2.245889892578125,138.0,13.2,178.546875
